"species","type","chosen","post","oob","prior","plotpost","BF","lx"
"---Palaemon_macrodactylus","untrans","g1",1,0.000319216854649926,"jim_priors3",0,0,1
"---Palaemon_macrodactylus","untrans","g1",0.997366666666667,0.000280123254231862,"jim_priors3",0.00263333333333304,0.00264028608669467,1.0060980009503
"---Palaemon_macrodactylus","untrans","g1",0.99572,0.000279415091076014,"jim_priors3",0.00427999999999995,0.00429839713975811,1.00994656668133
"---Palaemon_macrodactylus","untrans","g1",0.993043333333333,0.000186180115963615,"jim_priors3",0.00695666666666706,0.00700540090563392,1.01626133106355
"---Palaemon_macrodactylus","pca","g1",0.992379880063936,0.000612092825207579,"jim_priors3",0.00762011993606404,0.00767863203310117,1.01783793256722
"---Palaemon_macrodactylus","pca","g1",0.991416682649909,0.000452326153764285,"jim_priors3",0.00858331735009099,0.00865762852320486,1.02013495399062
"---Palaemon_macrodactylus","pca","g1",0.991385582175048,0.000651578415467674,"jim_priors3",0.00861441782495198,0.00868927083451466,1.0202092828276
"---Palaemon_macrodactylus","untrans","g1",0.99101,0.000212859366477311,"jim_priors3",0.00899000000000005,0.00907155326384199,1.02110770498037
"---Palaemon_macrodactylus","pca","g1",0.989598733574319,0.000438853130485664,"jim_priors3",0.010401266425681,0.0105105898712226,1.0244967614164
"---Palaemon_macrodactylus","pca","g1",0.989160929420786,0.000599544346296814,"jim_priors3",0.010839070579214,0.0109578434174113,1.0255523719548
"---Palaemon_macrodactylus","pca","g1",0.988754054683908,0.000571231202508104,"jim_priors3",0.011245945316092,0.0113738550682224,1.02653522151617
"---Palaemon_macrodactylus","untrans","g1",0.986593333333333,0.000332880615695987,"jim_priors3",0.013406666666667,0.0135888478197707,1.03178413990349
"---Palaemon_macrodactylus","pca","g1",0.986299307374666,0.000676742612226483,"jim_priors3",0.013700692625334,0.0138910090708697,1.03250225556085
"---Palaemon_macrodactylus","pca","g1",0.985609392104738,0.000503431281630058,"jim_priors3",0.014390607895262,0.0146007211482952,1.03419092171129
"---Palaemon_macrodactylus","pca","g1",0.985609392104738,0.000503431281630058,"jim_priors3",0.014390607895262,0.0146007211482952,1.03419092171129
"---Palaemon_macrodactylus","pca","g1",0.985609392104738,0.000503431281630058,"jim_priors3",0.014390607895262,0.0146007211482952,1.03419092171129
"---Palaemon_macrodactylus","pca","g1",0.985427621381886,0.000650635365351675,"jim_priors3",0.014572378618114,0.0147878731039413,1.03463668506155
"---Palaemon_macrodactylus","pca","g1",0.985179101147036,0.000557643028798279,"jim_priors3",0.014820898852964,0.0150438624161923,1.03524671815611
"---Palaemon_macrodactylus","pca","g1",0.984161390618501,0.000652593727109276,"jim_priors3",0.0158386093814989,0.0160935081709973,1.03775183065229
"---Palaemon_macrodactylus","pca","g1",0.983865,0.000545524701624599,"jim_priors3",0.016135,0.0163996076697514,1.03848351686907
