"species","type","chosen","post","oob","prior","plotpost","BF","lx"
"---Palaemon_macrodactylus","untrans","g1",0.929446666666667,0.00260530898166979,"jim_priors1",0.070553333333333,0.075908963756213,1.19099232759857
"---Hemigrapsus_sanguineus","untrans","g1",0.925223333333333,0.0068205525984968,"jim_priors3",0.074776666666667,0.0808201263118459,1.20453694858825
"---Batillaria_attramentaria","untrans","g1",0.910506666666667,0.0110385281962405,"jim_priors1",0.089493333333333,0.0982895970009368,1.25397707538413
"---Mutimo_cylindricus","untrans","g1",0.902553333333333,0.0102194650123407,"jim_priors3",0.097446666666667,0.107967765524475,1.28223540824894
"---Didemnum_vexillum","untrans","g1",0.892306666666667,0.0287059578907943,"jim_priors1",0.107693333333333,0.120690943322923,1.32035569598604
"---Palaemon_macrodactylus","untrans","g1",0.88975,0.00134521383572408,"jim_priors2",0.11025,0.12391121101433,1.33018244209875
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.88616,0.00913449339618862,"jim_priors2",0.11384,0.128464385663989,1.3442015308522
"---Acanthogobius_flavimanus","untrans","g1",0.884133333333333,0.010279413138959,"jim_priors3",0.115866666666667,0.131051123510783,1.35223173345256
"---Palaemon_macrodactylus","untrans","g1",0.875926666666667,0.000385325733115425,"jim_priors3",0.124073333333333,0.141648083172868,1.38563257021186
"---Cercaria_batillaria_HL1","untrans","g1",0.873046666666667,0.0523963281208304,"jim_priors1",0.126953333333333,0.145414143573844,1.39770057416816
"---Cercaria_batillaria_HL1","untrans","g1",0.860606666666667,0.0519905326702657,"jim_priors3",0.139393333333333,0.16197101269647,1.45201469856794
"---Didemnum_vexillum","untrans","g1",0.856553333333333,0.00583274112015447,"jim_priors3",0.143446666666667,0.167469626331889,1.47051556695594
"---Hemigrapsus_sanguineus","untrans","g1",0.84691,0.0265446469187338,"jim_priors2",0.15309,0.180763009056452,1.51622275132492
"---Hemigrapsus_takanoi","untrans","g1",0.83989,0.00593911407102914,"jim_priors3",0.16011,0.190632106585386,1.55107253060502
"---Palaemon_macrodactylus","untrans","g1",0.83678,0.00816,"flat_priors",0.16322,0.195057243241951,1.56695759315925
