"species","type","chosen","post","oob","prior","plotpost","BF","lx"
"---Haminoea_japonica","untrans","g1",0.965253333333333,0.00178864610168587,"jim_priors2",0.034746666666667,0.0359974583529026,1.0864192654832
"---Palaemon_macrodactylus","untrans","g1",0.943733333333333,0.00031914044839233,"jim_priors3",0.056266666666667,0.0596213619666576,1.14715304425839
"---Mutimo_cylindricus","untrans","g1",0.924026666666667,0.0101488317507735,"jim_priors3",0.075973333333333,0.0822198493549966,1.20842541164149
"---Hemigrapsus_sanguineus","untrans","g1",0.921713333333333,0.00646026001876424,"jim_priors3",0.0782866666666669,0.0849360249390631,1.21600685988743
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.918846666666667,0.00848138917919447,"jim_priors3",0.081153333333333,0.08832086601319,1.22552130611088
"---Hemigrapsus_takanoi","untrans","g1",0.916056666666667,0.0321329934140642,"jim_priors1",0.083943333333333,0.0916355247310025,1.23491061783026
"---Cercaria_batillaria_HL1","untrans","g1",0.906503333333333,0.0527800430475528,"jim_priors2",0.093496666666667,0.103139903879743,1.2680602937573
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.902953333333333,0.00923319145529508,"jim_priors2",0.0970466666666669,0.107476946021574,1.28078710375304
"---Didemnum_vexillum","untrans","g1",0.89718,0.0288961125469612,"jim_priors1",0.10282,0.114603535522415,1.30197766921446
"---Palaemon_macrodactylus","untrans","g1",0.890146666666667,0.00133189488685553,"jim_priors2",0.109853333333333,0.123410374320336,1.32864933446698
"---Didemnum_vexillum","untrans","g1",0.884353333333333,0.00581410890427437,"jim_priors3",0.115646666666667,0.130769752662963,1.35135593286227
"---Palaemon_macrodactylus","untrans","g1",0.874236666666667,0.00227890612505997,"jim_priors1",0.125763333333333,0.143855020189041,1.39269180532541
"---Hemigrapsus_sanguineus","untrans","g1",0.844386666666667,0.0359016109012772,"jim_priors1",0.155613333333333,0.184291556790727,1.52859191006541
"---Didemnum_vexillum","untrans","g1",0.84379,0.0196065364007144,"jim_priors2",0.15621,0.185129001291791,1.53154231801963
"---Hemigrapsus_sanguineus","untrans","g1",0.834,0.0263066666666667,"jim_priors2",0.166,0.199040767386091,1.5813964785845
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.82464,0.00884955752212389,"jim_priors1",0.17536,0.212650368645712,1.63173777877693
"---Cercaria_batillaria_HL1","untrans","g1",0.824013333333333,0.0522486684198582,"jim_priors3",0.175986666666667,0.213572595912688,1.63520646656383
"---Acanthogobius_flavimanus","untrans","g1",0.792073333333333,0.0102421849994666,"jim_priors3",0.207926666666667,0.262509363611114,1.83024556691601
"---Cercaria_batillaria_HL1","untrans","g1",0.791756666666667,0.0520848632121447,"jim_priors1",0.208243333333333,0.263014309952131,1.83237479791073
"---Undaria_pinnatifida","untrans","g1",0.79076,0.0255484145110745,"jim_priors2",0.20924,0.264606201628813,1.83910363013224
"---Undaria_pinnatifida","untrans","g1",0.773506666666667,0.0258834511268169,"flat_priors",0.226493333333333,0.292813679692482,1.96251813988388
"---Hemigrapsus_takanoi","untrans","g1",0.76838,0.00611799755280098,"jim_priors3",0.23162,0.301439391967516,2.00188622855699
"---Undaria_pinnatifida","untrans","g1",0.756316666666666,0.0263115696073977,"jim_priors1",0.243683333333334,0.322197492232091,2.09989457820325
"---Cercaria_batillaria_HL6","untrans","g1",0.739546666666667,0.0500798084596967,"flat_priors",0.260453333333333,0.352179713698481,2.2499854708985
"---Cercaria_batillaria_HL1","untrans","g1",0.721196666666667,0.0526040969339938,"flat_priors",0.278803333333333,0.38658433437019,2.43547869249155
"---Mutimo_cylindricus","untrans","g1",0.69848,0.0982660500326532,"jim_priors1",0.30152,0.431680219906082,2.70196811593458
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.684313333333333,0.00879560622540923,"flat_priors",0.315686666666667,0.46131888900796,2.8928031986592
"---Mutimo_cylindricus","untrans","g1",0.67258,0.0514605478058315,"jim_priors2",0.32742,0.486811977757293,3.06769358214323
"---Ulva_pertusa","untrans","g1",0.66116,0.0110695706549939,"jim_priors2",0.33884,0.512493193780628,3.25456682933728
"---Acanthogobius_flavimanus","untrans","g1",0.633073333333333,0.0987000225736632,"jim_priors1",0.366926666666667,0.579595834079254,3.79835746605551
"---Hemigrapsus_sanguineus","untrans","g1",0.60412,0.0398987124693525,"flat_priors",0.39588,0.655300271469245,4.52168465876342
"---Acanthogobius_flavimanus","untrans","g1",0.557263333333333,0.0501397949673812,"jim_priors2",0.442736666666667,0.794483756931195,6.22993846370513
"---Acanthogobius_flavimanus","untrans","g1",0.511153333333333,0.323589313525818,"flat_priors",0.488846666666667,0.956360126772137,9.04399110996668
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.533016666666667,0.336620038211284,"flat_priors",0.533016666666667,1.14140404725365,13.8485418332007
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.545503333333333,0.334734005656048,"jim_priors3",0.545503333333333,1.20023615868103,15.8575525284595
"---Mutimo_cylindricus","untrans","g2",0.55125,0.320578683986371,"flat_priors",0.55125,1.22841225626741,16.9204635323624
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.555820000000001,0.335574669791223,"jim_priors1",0.555820000000001,1.25133954703049,17.8377284010776
"---Ulva_pertusa","untrans","g2",0.556973333333334,0.0117764870819147,"jim_priors1",0.556973333333334,1.2572004694977,18.0800850667175
"---Ulva_pertusa","untrans","g2",0.564663333333333,0.0111300685132361,"jim_priors3",0.564663333333333,1.29707276360824,19.8185904737442
"---Ulva_pertusa","untrans","g2",0.571581904761905,0.0110783062027875,"flat_priors",0.571581904761905,1.33416844693324,21.5858148155437
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.70574,0.335946723975538,"jim_priors2",0.70574,2.3983551960851,250.23911536648
"---Batillaria_attramentaria","untrans","g2",0.75907,0.050038583326681,"flat_priors",0.75907,3.15058315693355,1414.43552948109
"---Palaemon_macrodactylus","untrans","g2",0.78899,0.00833222059019896,"flat_priors",0.78899,3.73911189043173,5484.18239682975
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.80132,0.0103136856730615,"flat_priors",0.80132,4.0332192470304,10794.9154975022
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.817708095238095,0.0107803765126549,"jim_priors1",0.817708095238095,4.48570712070906,30598.9920446896
"---Undaria_pinnatifida","untrans","g2",0.819986666666667,0.0251367283663123,"jim_priors3",0.819986666666667,4.55514406340272,35904.1015348266
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.826293333333333,0.0102834982615673,"jim_priors3",0.826293333333333,4.75683143997543,57125.687525009
