"species","type","chosen","post","oob","prior","plotpost","BF","lx"
"---Palaemon_macrodactylus","untrans","g1",0.95362,0.00261790540989489,"jim_priors1",0.04638,0.0486357249218766,1.11849932134365
"---Palaemon_macrodactylus","untrans","g1",0.935443333333333,0.000132816235456622,"jim_priors3",0.064556666666667,0.0690118410878269,1.17222732602213
"---Hemigrapsus_sanguineus","untrans","g1",0.922154285714286,0.00699010959636461,"jim_priors3",0.077845714285714,0.0844172341783522,1.21455513414782
"---Didemnum_vexillum","untrans","g1",0.91778,0.0305365944884519,"jim_priors1",0.08222,0.0895857395018414,1.22909581379453
"---Palaemon_macrodactylus","untrans","g1",0.89857,0.00110322460589627,"jim_priors2",0.10143,0.112879352749368,1.29681896390407
"---Mutimo_cylindricus","untrans","g1",0.87166,0.00949303710428989,"jim_priors3",0.12834,0.147236307734667,1.403577209385
"---Didemnum_vexillum","untrans","g1",0.863883333333333,0.00573211048309694,"jim_priors3",0.136116666666667,0.157563714236105,1.43735390841604
"---Gracilaria_vermiculophylla_SNP","untrans","g1",0.84143,0.332819251479093,"flat_priors",0.15857,0.188452990741951,1.54330936213053
"---Acanthogobius_flavimanus","untrans","g1",0.83876,0.00995177320082065,"jim_priors3",0.16124,0.192236158138204,1.55681195566878
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.837163333333333,0.00871063846842393,"jim_priors1",0.162836666666667,0.194510031893418,1.56498446883469
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.826806666666667,0.00914617887046024,"jim_priors3",0.173193333333333,0.20947258931955,1.61984175367779
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.82378,0.00866239321934512,"flat_priors",0.17622,0.213916336886062,1.63650123310754
"---Hemigrapsus_takanoi","untrans","g1",0.78866,0.00566727117559206,"jim_priors3",0.21134,0.267973524712804,1.85341863260246
"---Cercaria_batillaria_HL1","untrans","g1",0.783176666666667,0.0539054052250063,"flat_priors",0.216823333333333,0.276851114903831,1.89169499545158
"---Hemigrapsus_sanguineus","untrans","g1",0.777016666666666,0.0256362275449102,"jim_priors2",0.222983333333334,0.286973681388217,1.93630461869852
"---Undaria_pinnatifida","untrans","g1",0.755803333333333,0.0256844293978088,"jim_priors1",0.244196666666667,0.323095514265175,2.10424117405897
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.754733333333333,0.00817343766748848,"jim_priors2",0.245266666666667,0.324971292288668,2.11334933871099
"---Hemigrapsus_sanguineus","untrans","g1",0.75088,0.0347957035102215,"jim_priors1",0.24912,0.33177072235244,2.14669686647007
"---Cercaria_batillaria_HL1","untrans","g1",0.716096666666667,0.0535588066628436,"jim_priors1",0.283903333333333,0.396459509656517,2.49149207248691
"---Cercaria_batillaria_HL1","untrans","g1",0.711176666666667,0.0524627263045793,"jim_priors3",0.288823333333333,0.406120373278088,2.54753625463881
"---Acanthogobius_flavimanus","untrans","g1",0.683703333333333,0.0508298478834217,"jim_priors2",0.316296666666667,0.462622677477074,2.90150068530878
"---Ulva_pertusa","untrans","g1",0.679486190476191,0.0114251352976548,"jim_priors1",0.320513809523809,0.471700255304953,2.96278580546563
"---Hemigrapsus_sanguineus","untrans","g1",0.676693333333333,0.0394826321754784,"flat_priors",0.323306666666667,0.477774274905423,3.00451429671117
"---Mutimo_cylindricus","untrans","g1",0.67607,0.0504495571426657,"jim_priors2",0.32393,0.479136775777656,3.01395508331526
"---Mutimo_cylindricus","untrans","g1",0.66927,0.0988697552913579,"jim_priors1",0.33073,0.494165284563778,3.12007680252309
"---Ulva_pertusa","untrans","g1",0.606656190476191,0.0107996537718889,"jim_priors2",0.393343809523809,0.648380113314357,4.45020598340027
"---Acanthogobius_flavimanus","untrans","g1",0.601263333333334,0.0993628195899651,"jim_priors1",0.398736666666666,0.663164780822599,4.60431238122896
