"species","type","chosen","post","oob","prior","plotpost","BF","lx"
"---Palaemon_macrodactylus","untrans","g1",0.97216,0.00029275173322333,"jim_priors3",0.02784,0.0286372613561553,1.06816233825989
"---Didemnum_vexillum","untrans","g1",0.91375,0.00591574066671996,"jim_priors3",0.08625,0.0943912448700411,1.2427713846235
"---Didemnum_vexillum","untrans","g1",0.910876666666667,0.0299720972457712,"jim_priors1",0.089123333333333,0.0978434694781214,1.25268959311162
"---Hemigrapsus_sanguineus","untrans","g1",0.906613333333333,0.00657903534225693,"jim_priors3",0.093386666666667,0.103006059179952,1.26766955197792
"---Didemnum_vexillum","untrans","g1",0.893226666666667,0.0184722982261789,"jim_priors2",0.106773333333333,0.119536661093862,1.3168510703925
"---Cercaria_batillaria_HL1","untrans","g1",0.892246666666667,0.0530442681200075,"jim_priors1",0.107753333333333,0.120766305281798,1.32058483365573
"---Palaemon_macrodactylus","untrans","g1",0.88637,0.00251493659432343,"jim_priors1",0.11363,0.128197028329027,1.34337427755646
"---Palaemon_macrodactylus","untrans","g1",0.874423333333333,0.00841085426065663,"flat_priors",0.125576666666667,0.143610836856291,1.39190898040976
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.873623333333333,0.00859859004486221,"jim_priors2",0.126376666666667,0.144658071556392,1.39526940591462
"---Acanthogobius_flavimanus","untrans","g1",0.851593333333333,0.00983405857851944,"jim_priors3",0.148406666666667,0.174269408716211,1.49372073171511
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.84337,0.00856322222964398,"jim_priors3",0.15663,0.185719197979535,1.53362506536506
"---Undaria_pinnatifida","untrans","g1",0.83088,0.0264236050872112,"jim_priors1",0.16912,0.203543231272867,1.59787657966431
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.827003333333333,0.00826853429910524,"jim_priors1",0.172996666666667,0.209184969024712,1.61876933590457
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.825093333333333,0.00912323695110744,"flat_priors",0.174906666666667,0.211984098768625,1.62923637878736
"---Cercaria_batillaria_HL1","untrans","g1",0.819793333333333,0.0538231923456198,"flat_priors",0.180206666666667,0.219819629337476,1.65889779290777
"---Hemigrapsus_sanguineus","untrans","g1",0.81824,0.0268647155382952,"jim_priors2",0.18176,0.222135314822057,1.66776676418938
"---Mutimo_cylindricus","untrans","g1",0.811263333333333,0.0101046457375192,"jim_priors3",0.188736666666667,0.232645380250556,1.70861958542411
"---Hemigrapsus_sanguineus","untrans","g1",0.810226666666667,0.0349280186068894,"jim_priors1",0.189773333333333,0.234222522092583,1.71483572320944
"---Palaemon_macrodactylus","untrans","g1",0.79031,0.00136644644325931,"jim_priors2",0.20969,0.26532626437727,1.84215540375698
"---Mutimo_cylindricus","untrans","g1",0.775863333333333,0.0513686740552811,"jim_priors2",0.224136666666667,0.28888678848079,1.94485303288891
"---Cercaria_batillaria_HL1","untrans","g1",0.77263,0.0512615883909926,"jim_priors2",0.22737,0.294280574142863,1.96915804521755
"---Cercaria_batillaria_HL6","untrans","g1",0.733543333333333,0.0107557014558896,"jim_priors1",0.266456666666667,0.363245979560399,2.30805407471916
