"species","type","chosen","post","oob","prior","plotpost","BF","lx"
"---Hemigrapsus_sanguineus","untrans","g1",0.945026666666667,0.00648063842322318,"jim_priors3",0.054973333333333,0.0581711979908852,1.14332894388579
"---Palaemon_macrodactylus","untrans","g1",0.932803333333333,0.00234363556466969,"jim_priors1",0.067196666666667,0.0720373354869376,1.18042210997798
"---Palaemon_macrodactylus","untrans","g1",0.91924,0.00128017068942526,"jim_priors2",0.0807600000000001,0.0878551847178104,1.22420791966756
"---Mutimo_cylindricus","untrans","g1",0.9161,0.00970407891229006,"jim_priors3",0.0839,0.0915838882218098,1.2347637988274
"---Didemnum_vexillum","untrans","g1",0.90128,0.019569211107857,"jim_priors2",0.09872,0.109533108467957,1.28686535355385
"---Cercaria_batillaria_HL1","untrans","g1",0.891313333333333,0.0531913473984814,"flat_priors",0.108686666666667,0.12193990889848,1.32415830552081
"---Didemnum_vexillum","untrans","g1",0.889713333333333,0.00588682872131673,"jim_priors3",0.110286666666667,0.12395752939149,1.33032431628837
"---Hemigrapsus_takanoi","untrans","g1",0.873346666666667,0.0058879290778248,"jim_priors3",0.126653333333333,0.145020686707073,1.39643487571922
"---Palaemon_macrodactylus","untrans","g1",0.869726666666667,0.000278995615783181,"jim_priors3",0.130273333333333,0.149786522968902,1.41184338378458
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.86068,0.00920918777105531,"jim_priors3",0.13932,0.161872008179579,1.4516837258404
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.852166666666667,0.00897629988880106,"jim_priors1",0.147833333333333,0.173479366321142,1.49100591488405
"---Acanthogobius_flavimanus","untrans","g1",0.83894,0.00971327793068434,"jim_priors3",0.16106,0.19198035616373,1.55589525437456
"---Cercaria_batillaria_HL1","untrans","g1",0.83227,0.0516752680696313,"jim_priors1",0.16773,0.201533156307448,1.59049810611406
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.826643333333333,0.00835338144881048,"flat_priors",0.173356666666667,0.209711564439319,1.62073333396768
"---Cercaria_batillaria_HL1","untrans","g1",0.80446619047619,0.0525078788526254,"jim_priors3",0.19553380952381,0.243060319797986,1.7500897442782
"---Hemigrapsus_sanguineus","untrans","g1",0.79832,0.0361164789764776,"jim_priors1",0.20168,0.252630524100611,1.78908314445966
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.79598,0.00928747060081249,"jim_priors2",0.20402,0.256312972687756,1.8043175471188
"---Undaria_pinnatifida","untrans","g1",0.764256666666667,0.0245084335103905,"jim_priors3",0.235743333333333,0.308460944621571,2.03451522706244
"---Undaria_pinnatifida","untrans","g1",0.7614,0.0263572095504869,"jim_priors1",0.2386,0.313370107696349,2.05764338188829
"---Undaria_pinnatifida","untrans","g1",0.755813333333333,0.0255696573399566,"jim_priors2",0.244186666666667,0.323078008679392,2.10415635780288
"---Mutimo_cylindricus","untrans","g1",0.737246666666667,0.0505873285850962,"jim_priors2",0.262753333333333,0.356398129979111,2.27194665497949
"---Hemigrapsus_sanguineus","untrans","g1",0.733283333333334,0.0256761291188511,"jim_priors2",0.266716666666666,0.363729345182625,2.31062434700184
"---Cercaria_batillaria_HL6","untrans","g1",0.701336666666667,0.0501068661501469,"flat_priors",0.298663333333333,0.425848736460377,2.66592996693273
"---Hemigrapsus_sanguineus","untrans","g1",0.676293333333333,0.0401764823851862,"flat_priors",0.323706666666667,0.47864831828398,3.01056714858157
"---Acanthogobius_flavimanus","untrans","g1",0.672376666666666,0.0496667640264465,"jim_priors2",0.327623333333334,0.48726160435867,3.07087122070198
"---Mutimo_cylindricus","untrans","g1",0.660646666666667,0.0983915103784289,"jim_priors1",0.339353333333333,0.513668425885747,3.26338584833381
"---Ulva_pertusa","untrans","g1",0.625616666666667,0.0113974165855739,"jim_priors2",0.374383333333333,0.598422889415775,3.96664093508586
"---Ulva_pertusa","untrans","g1",0.600079761904762,0.0114253680543506,"jim_priors1",0.399920238095238,0.666445135269716,4.63922178661745
"---Ulva_pertusa","untrans","g1",0.563373333333333,0.0117232202262142,"jim_priors3",0.436626666666667,0.775021891936668,5.95692170451148
"---Acanthogobius_flavimanus","untrans","g1",0.541926666666667,0.0984821178261044,"jim_priors1",0.458073333333333,0.845268117457465,7.0027418613435
"---Mutimo_cylindricus","untrans","g2",0.47112,0.319592983764634,"flat_priors",0.47112,0.890788080471941,7.77656990800856
"---Acanthogobius_flavimanus","untrans","g1",0.525996666666666,0.327312051908519,"flat_priors",0.474003333333334,0.901152732273337,7.96439392225478
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.578136666666667,0.334097696245734,"jim_priors3",0.578136666666667,1.37043592316627,23.4658301674285
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.603276666666667,0.33945344722067,"jim_priors2",0.603276666666667,1.52064831074553,33.1625800061323
"---Ulva_pertusa","untrans","g2",0.645677071460336,0.0109219274614149,"flat_priors",0.645677071460336,1.82228419177241,66.4177549904836
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.72361,0.335249348022779,"flat_priors",0.72361,2.61807590723253,415.026575828162
"---Undaria_pinnatifida","untrans","g2",0.74433,0.0269863870444051,"flat_priors",0.74433,2.91129189971448,815.252050329785
"---Hemigrapsus_takanoi","untrans","g2",0.777943333333333,0.0217359591539023,"jim_priors2",0.777943333333333,3.5033549994746,3186.80140139615
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.79038,0.33530626837213,"jim_priors1",0.79038,3.7705371624845,5895.72424491392
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.809676666666667,0.0114944065010225,"jim_priors1",0.809676666666667,4.25421650874828,17956.2857811923
"---Batillaria_attramentaria","untrans","g2",0.81023,0.0495858950934237,"flat_priors",0.81023,4.2695368077146,18601.0220558899
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.81394,0.0115736094943738,"flat_priors",0.81394,4.3746103407503,23692.4700746117
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.816603333333333,0.0113788308284752,"jim_priors2",0.816603333333333,4.45266180773914,28357.0995441919
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.817435238095238,0.0112122023013112,"jim_priors3",0.817435238095238,4.47750830755426,30026.7485803069
"---Palaemon_macrodactylus","untrans","g2",0.848606666666667,0.00888853405719,"flat_priors",0.848606666666667,5.60531066977851,403005.218441961
"---Cercaria_batillaria_HL1","untrans","g2",0.855533333333333,0.0530245456848393,"jim_priors2",0.855533333333333,5.92201199815412,835626.103563207
"---Hemigrapsus_takanoi","untrans","g2",0.884906666666667,0.0319970185806314,"jim_priors1",0.884906666666667,7.68860055607046,48820312.6181367
"---Didemnum_vexillum","untrans","g2",0.900106666666667,0.0298717296414321,"jim_priors1",0.900106666666667,9.01067805659374,1024891890.07987
"---Hemigrapsus_takanoi","untrans","g2",0.903516666666667,0.0382176681470384,"flat_priors",0.903516666666667,9.36448436690278,2314644865.31697
"---Cercaria_batillaria_HL6","untrans","g2",0.90463,0.0103492367937345,"jim_priors1",0.90463,9.4854776135053,3058282597.73856
"---Batillaria_attramentaria","untrans","g2",0.908613333333333,0.00974775204901727,"jim_priors1",0.908613333333333,9.94251531952141,8760226183.49398
"---Didemnum_vexillum","untrans","g2",0.928963333333333,0.0407521422193793,"flat_priors",0.928963333333333,13.077237107597,11946401526891.6
"---Haminoea_japonica","untrans","g2",0.941353333333333,0.0135514018691589,"flat_priors",0.941353333333333,16.0512674775491,11252978200553112
"---Haminoea_japonica","untrans","g2",0.955283333333333,0.000413807832981819,"jim_priors3",0.955283333333333,21.3630264629145,2.30688775028829e+21
"---Batillaria_attramentaria","untrans","g2",0.95545,0.00552184788972271,"jim_priors2",0.95545,21.4466891133558,2.79697840555383e+21
"---Batillaria_attramentaria","untrans","g2",0.96593,0.0011313572293727,"jim_priors3",0.96593,28.3513354857646,2.24561595750537e+28
"---Polydora_hoplura","untrans","g2",0.966456666666667,0.000400330940243935,"jim_priors3",0.966456666666667,28.8121832455533,6.48908175121765e+28
"---Haminoea_japonica","untrans","g2",0.97107,0.00168865014360174,"jim_priors2",0.97107,33.5661942620117,3.68293676337423e+33
"---Haminoea_japonica","untrans","g2",0.973366666666667,0.00329848642034421,"jim_priors1",0.973366666666667,36.5469336670844,3.52317055018351e+36
"---Cercaria_batillaria_HL6","untrans","g2",0.983573333333333,0.00571580840716808,"jim_priors2",0.983573333333333,59.876623376622,7.52702531430371e+59
"---Cercaria_batillaria_HL6","untrans","g2",0.988783333333333,0.000957918124609183,"jim_priors3",0.988783333333333,88.1530460624046,1.42247965102119e+88
"---Polydora_hoplura","untrans","g2",0.99377,0.0018253767337748,"jim_priors2",0.99377,159.513643659712,3.26319975507372e+159
"---Polydora_hoplura","untrans","g2",0.995726666666667,0.00345158453050454,"jim_priors1",0.995726666666667,233.009360374432,1.02178700352028e+233
"---Polydora_hoplura","untrans","g2",0.997153333333333,0.0114945608488291,"flat_priors",0.997153333333333,350.288056206048,Inf
