"species","type","chosen","post","oob","prior","plotpost","BF","lx"
"---Palaemon_macrodactylus","untrans","g1",0.943186666666667,0.000253029697696098,"jim_priors3",0.056813333333333,0.0602355136487649,1.14877642282752
"---Didemnum_vexillum","untrans","g1",0.918796666666667,0.0193783935592586,"jim_priors2",0.081203333333333,0.0883800913513686,1.22568844353974
"---Palaemon_macrodactylus","untrans","g1",0.905043333333333,0.00270223500126459,"jim_priors1",0.094956666666667,0.104919469785978,1.27326696019952
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.890676666666667,0.00887550200803213,"flat_priors",0.109323333333333,0.122741885383023,1.32660578061852
"---Hemigrapsus_sanguineus","untrans","g1",0.887213333333333,0.00634687332977018,"jim_priors3",0.112786666666667,0.127124629927414,1.34006119097007
"---Didemnum_vexillum","untrans","g1",0.879623333333333,0.029756960261529,"jim_priors1",0.120376666666667,0.136850242717527,1.37040912802665
"---Cercaria_batillaria_HL1","untrans","g1",0.87685,0.0534983265104743,"flat_priors",0.12315,0.140445914352512,1.38180230993966
"---Didemnum_vexillum","untrans","g1",0.865486666666667,0.00536782236903446,"jim_priors3",0.134513333333333,0.155419301664574,1.43027419003696
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.859476666666667,0.00953081138885176,"jim_priors1",0.140523333333333,0.163498718212245,1.45713140410947
"---Palaemon_macrodactylus","untrans","g1",0.855663333333333,0.00119789171058936,"jim_priors2",0.144336666666667,0.168683945009525,1.47463298810432
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.848456666666667,0.00890311006386141,"jim_priors3",0.151543333333333,0.178610575279821,1.50872669702445
"---Gracilaria_vermiculophylla_SSR","untrans","g1",0.844063333333333,0.00883522308938301,"jim_priors2",0.155936666666667,0.184745220540323,1.53018951051867
"---Mutimo_cylindricus","untrans","g1",0.83632,0.00974980380681289,"jim_priors3",0.16368,0.195714559020471,1.56933101912159
"---Cercaria_batillaria_HL1","untrans","g1",0.8246,0.05348049801381,"jim_priors2",0.1754,0.212709192335678,1.63195880700065
"---Undaria_pinnatifida","untrans","g1",0.819003333333333,0.0248748226095804,"jim_priors1",0.180996666666667,0.220996251541508,1.66339829327694
"---Cercaria_batillaria_HL1","untrans","g1",0.809973333333333,0.0528353969019671,"jim_priors3",0.190026666666667,0.234608546783434,1.71636064061408
"---Cercaria_batillaria_HL1","untrans","g1",0.808663333333333,0.0525492607544849,"jim_priors1",0.191336666666667,0.236608559804452,1.72428305307071
"---Undaria_pinnatifida","untrans","g1",0.80616,0.0250169392445761,"flat_priors",0.19384,0.240448546194304,1.73959658405129
"---Hemigrapsus_sanguineus","untrans","g1",0.800196666666667,0.0265131226566685,"jim_priors2",0.199803333333333,0.249692783857301,1.77702191545942
"---Acanthogobius_flavimanus","untrans","g1",0.788123333333333,0.0101874816651999,"jim_priors3",0.211876666666667,0.268836941764614,1.85710706318953
"---Undaria_pinnatifida","untrans","g1",0.783,0.0253682596813971,"jim_priors2",0.217,0.277139208173691,1.89295028516813
"---Hemigrapsus_takanoi","untrans","g1",0.780423333333333,0.00560817381342498,"jim_priors3",0.219576666666667,0.281355845331808,1.91141876514275
"---Mutimo_cylindricus","untrans","g1",0.74418,0.0522814828638842,"jim_priors2",0.25582,0.343760918057459,2.20678954653876
"---Cercaria_batillaria_HL6","untrans","g1",0.726003333333334,0.0487050637804407,"flat_priors",0.273996666666666,0.377404144149934,2.38453743121544
"---Acanthogobius_flavimanus","untrans","g1",0.701023333333333,0.0495736532379669,"jim_priors2",0.298976666666667,0.426486041834081,2.66984495729475
"---Hemigrapsus_sanguineus","untrans","g1",0.681933333333333,0.0341090042954062,"jim_priors1",0.318066666666667,0.466419004790303,2.92697494442971
"---Mutimo_cylindricus","untrans","g1",0.679116666666667,0.0976008140095325,"jim_priors1",0.320883333333333,0.472501043021571,2.96825387214949
"---Ulva_pertusa","untrans","g1",0.671513333333333,0.0114085183603757,"flat_priors",0.328486666666667,0.489173707149027,3.08442139652406
"---Acanthogobius_flavimanus","untrans","g1",0.543953333333334,0.0988722303303702,"jim_priors1",0.456046666666666,0.838392999399456,6.89275749876695
"---Acanthogobius_flavimanus","untrans","g1",0.503226666666667,0.325679107553617,"flat_priors",0.496773333333333,0.98717609029728,9.70903552811795
"---Mutimo_cylindricus","untrans","g2",0.53608,0.32107813848503,"flat_priors",0.53608,1.15554405932057,14.3068511694193
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.59985,0.335710316725319,"jim_priors2",0.59985,1.49906285143071,31.5546125110594
"---Ulva_pertusa","untrans","g2",0.621256666666667,0.0110728774753304,"jim_priors2",0.621256666666667,1.64031050051486,43.6828032509114
"---Ulva_pertusa","untrans","g2",0.631230208333333,0.0115159323654814,"jim_priors3",0.631230208333333,1.71171886254692,51.4895222903134
"---Ulva_pertusa","untrans","g2",0.632343333333333,0.0115918497717563,"jim_priors1",0.632343333333333,1.71992891919091,52.4721572245508
"---Hemigrapsus_sanguineus","untrans","g2",0.651043333333333,0.0384676882078614,"flat_priors",0.651043333333333,1.86568532864634,73.3981863332386
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.679056666666666,0.333700879453729,"flat_priors",0.679056666666666,2.11581483751025,130.561411775229
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.735516666666667,0.335240274599542,"jim_priors1",0.735516666666667,2.78095658201526,603.888253473052
"---Undaria_pinnatifida","untrans","g2",0.783493333333333,0.0257584048473848,"jim_priors3",0.783493333333333,3.61879541815494,4157.14734824991
"---Gracilaria_vermiculophylla_SNP","untrans","g2",0.784193333333333,0.332955802209223,"jim_priors3",0.784193333333333,3.63377714621111,4303.05746819464
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.80066,0.0105663001899259,"jim_priors2",0.80066,4.01655463027992,10388.5427258475
"---Batillaria_attramentaria","untrans","g2",0.803156666666667,0.049061183122633,"flat_priors",0.803156666666667,4.08018220920191,12027.6895312499
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.81407,0.0108169541382538,"jim_priors1",0.81407,4.37836820308718,23898.3657296167
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.836613333333333,0.0108033758880402,"flat_priors",0.836613333333333,5.12045046515422,131962.478909833
"---Hemigrapsus_takanoi","untrans","g2",0.837063333333333,0.0376425552276896,"flat_priors",0.837063333333333,5.13735398211983,137199.95916775
"---Cercaria_batillaria_HL6","untrans","g2",0.837543333333333,0.0105344261859532,"jim_priors1",0.837543333333333,5.15548761721073,143049.919323623
"---Gracilaria_vermiculophylla_mtDNA","untrans","g2",0.852293333333333,0.0113916586254959,"jim_priors3",0.852293333333333,5.77017512186314,589081.14442277
"---Hemigrapsus_takanoi","untrans","g2",0.870273333333333,0.0303518417444322,"jim_priors1",0.870273333333333,6.70851533994551,5111111.31945666
"---Palaemon_macrodactylus","untrans","g2",0.89592,0.0078169660068332,"flat_priors",0.89592,8.60799385088394,405502793.949242
